MOF,n_metal,n_unique_metal,n_unique_ox_state,min_max_proba,max_max_proba,metal,ox_state,LS,tot_LS,HS,total_M_HS,IS,toal_M_IS
qmof-5b71479,4,1,1,0.961556273526025,0.988560723581319,Co,2,1,4,3,12,,
qmof-5b8487c,3,1,1,0.907371744982094,0.907371744982094,Co,2,1,3,3,9,,
qmof-5b89e7e,2,1,1,0.991206308552213,0.991206308552213,Co,2,1,2,3,6,,
qmof-5bd4a24,4,1,1,0.959817092235047,0.960286372419519,Co,2,1,4,3,12,,
qmof-5bdd458,1,1,1,0.803646970064525,0.803646970064525,Co,2,1,1,3,3,,
qmof-5bebd76,2,1,1,0.671610055602229,0.885455469615687,Co,2,1,2,3,6,,
qmof-5c0fddb,2,1,1,0.975884876625034,0.975884876625034,Co,2,1,2,3,6,,
qmof-5c10cb7,2,1,1,0.985729711286834,0.985729711286834,Co,2,1,2,3,6,,
qmof-5c9f89c,20,1,1,0.985799975620616,0.991798655353732,Co,2,1,20,3,60,,
qmof-5cb1239,4,1,1,0.961485222328691,0.988960305370313,Co,2,1,4,3,12,,
qmof-5cbb170,2,1,1,0.987845986559143,0.987845986559143,Co,2,1,2,3,6,,
qmof-5cbdbc0,6,1,1,0.961476696241787,0.961476696241787,Co,2,1,6,3,18,,
qmof-5d009d5,4,1,1,0.988219353480053,0.988219353480053,Co,2,1,4,3,12,,
qmof-5d05c82,4,1,1,0.886049037798831,0.886049037798831,Co,2,1,4,3,12,,
qmof-5d122a4,2,1,1,0.986320506068851,0.986320506068851,Co,2,1,2,3,6,,
qmof-5dfdc69,2,1,1,0.981632616757885,0.981632616757885,Co,2,1,2,3,6,,
qmof-5e0cc90,4,1,1,0.899031573421419,0.989638722363127,Co,2,1,4,3,12,,
qmof-5e593df,2,1,1,0.937436825614984,0.961476696241787,Co,2,1,2,3,6,,
qmof-5e85f9b,1,1,1,0.788266829110045,0.788266829110045,Co,2,1,1,3,3,,
qmof-5e9d023,2,1,1,0.980338589519863,0.980338589519863,Co,2,1,2,3,6,,
qmof-5f6e986,4,1,1,0.989705972076966,0.989705972076966,Co,2,1,4,3,12,,
qmof-5fdef1b,3,1,1,0.731333317058407,0.959293875858312,Co,2,1,3,3,9,,
qmof-60450dd,2,1,1,0.975636815897266,0.975636815897266,Co,2,1,2,3,6,,
qmof-605c8c0,3,1,1,0.519026844496356,0.519108772127536,Co,3,0,0,4,12,2,6
qmof-60a018e,4,1,1,0.981434117405001,0.981434117405001,Co,2,1,4,3,12,,
qmof-61a8e50,1,1,1,0.831172790894888,0.831172790894888,Co,2,1,1,3,3,,
qmof-621adc5,4,1,1,0.9613716805997,0.98107687331301,Co,2,1,4,3,12,,
qmof-621f980,1,1,1,0.963844114231124,0.963844114231124,Co,2,1,1,3,3,,
qmof-622dc6a,2,1,1,0.988885868897786,0.988885868897786,Co,2,1,2,3,6,,
qmof-623345d,1,1,1,0.839543796509277,0.839543796509277,Co,2,1,1,3,3,,
qmof-6262763,2,1,1,0.981420192424634,0.981420192424634,Co,2,1,2,3,6,,
qmof-628d416,6,1,1,0.950514366533416,0.950514366533416,Co,2,1,6,3,18,,
qmof-62f985c,3,1,1,0.788695795065766,0.979008121490983,Co,2,1,3,3,9,,
qmof-631fbdf,1,1,1,0.905299022983122,0.905299022983122,Co,2,1,1,3,3,,
qmof-6323ace,6,1,1,0.941588815766987,0.941588815766987,Co,2,1,6,3,18,,
qmof-6328652,6,1,1,0.944654387122256,0.988710216383927,Co,2,1,6,3,18,,
qmof-63a633f,4,1,1,0.97913270861749,0.988172225919604,Co,2,1,4,3,12,,
qmof-63c5aad,3,1,1,0.96260045912907,0.991798131404288,Co,2,1,3,3,9,,
qmof-64aa197,2,1,1,0.9618501688624,0.9618501688624,Co,2,1,2,3,6,,
qmof-64b57c5,2,1,1,0.957140108627271,0.980129744575598,Co,2,1,2,3,6,,
qmof-65f6051,1,1,1,0.88815602985908,0.88815602985908,Co,2,1,1,3,3,,
qmof-6683238,1,1,1,0.879573191221908,0.879573191221908,Co,2,1,1,3,3,,
qmof-6699c35,2,1,1,0.986460878803814,0.986460878803814,Co,2,1,2,3,6,,
qmof-6759cff,4,1,1,0.783021659097948,0.99043601032991,Co,2,1,4,3,12,,
qmof-67a6473,6,1,1,0.910771776602531,0.987133536113114,Co,2,1,6,3,18,,
qmof-67dd780,1,1,1,0.896376262300619,0.896376262300619,Co,2,1,1,3,3,,
qmof-6807fed,4,1,1,0.981103385109843,0.981103385109843,Co,2,1,4,3,12,,
qmof-68234b7,2,1,1,0.989705972076966,0.989705972076966,Co,2,1,2,3,6,,
qmof-6855b0e,2,1,1,0.933720761530393,0.957993664207088,Co,2,1,2,3,6,,
qmof-687e4d6,1,1,1,0.851259500676344,0.851259500676344,Co,2,1,1,3,3,,
qmof-688ee41,4,1,1,0.981904736435326,0.991788095777937,Co,2,1,4,3,12,,
qmof-6891316,1,1,1,0.877966593862487,0.877966593862487,Co,2,1,1,3,3,,
qmof-6898d8a,6,1,1,0.98107687331301,0.983762745739012,Co,2,1,6,3,18,,
qmof-69452ae,2,1,1,0.868695991137902,0.868695991137902,Co,2,1,2,3,6,,
qmof-6970c02,3,1,1,0.924298651753829,0.959247347970281,Co,2,1,3,3,9,,
qmof-6a57bbc,6,1,1,0.956716619469441,0.991414295242447,Co,2,1,6,3,18,,
qmof-6a9204c,2,1,1,0.929490156875149,0.987767980788196,Co,2,1,2,3,6,,
qmof-6ad2d37,2,1,1,0.988595132949158,0.988595132949158,Co,2,1,2,3,6,,
qmof-6af941a,2,1,1,0.893088757148301,0.893088757148301,Co,2,1,2,3,6,,
qmof-6b0ca56,3,1,1,0.961476696241787,0.991980027365845,Co,2,1,3,3,9,,
qmof-6b82caa,2,1,1,0.858953236183031,0.96028739892892,Co,2,1,2,3,6,,
qmof-6beca2a,2,1,1,0.818569252715495,0.818569252715495,Co,2,1,2,3,6,,
qmof-6cf875d,2,1,1,0.885758643134546,0.885758643134546,Co,3,1,2,3,6,,
qmof-6ddfb5e,5,1,1,0.979994720754853,0.985339115166954,Co,2,1,5,3,15,,
qmof-6dfa47c,4,1,1,0.886049037798831,0.886049037798831,Co,2,1,4,3,12,,
qmof-6e18d70,2,1,1,0.98086406133542,0.98086406133542,Co,2,1,2,3,6,,
qmof-6e939e4,2,1,1,0.989493351811236,0.989493351811236,Co,2,1,2,3,6,,
qmof-6ebffae,2,1,1,0.949824146780232,0.949824146780232,Co,2,1,2,3,6,,
qmof-6f4c103,6,1,1,0.990580102211611,0.990580102211611,Co,2,1,6,3,18,,
qmof-6f631c0,4,1,1,0.991518752886374,0.991518752886374,Co,2,1,4,3,12,,
qmof-6f69f19,1,1,1,0.57307997415475,0.57307997415475,Co,2,1,1,3,3,,
qmof-6fb6dea,1,1,1,0.826507187853285,0.826507187853285,Co,2,1,1,3,3,,
qmof-6fc3e2b,6,1,1,0.906106146890812,0.973957596405683,Co,2,1,6,3,18,,
qmof-6fc44b7,4,1,1,0.961101518690941,0.961101518690941,Co,2,1,4,3,12,,
qmof-705ecf9,2,1,1,0.554247700851335,0.562895285391097,Co,2,1,2,3,6,,
qmof-70814dd,6,1,1,0.970399353337464,0.972908638749398,Co,2,1,6,3,18,,
qmof-708a740,4,1,1,0.990354056443208,0.990354056443208,Co,2,1,4,3,12,,
qmof-71748b1,2,1,1,0.988579077979106,0.988579077979106,Co,2,1,2,3,6,,
qmof-718ab88,1,1,1,0.812412234702844,0.812412234702844,Co,2,1,1,3,3,,
qmof-71a0ea3,2,1,1,0.97980619882133,0.97980619882133,Co,2,1,2,3,6,,
qmof-7203761,3,1,1,0.90200754444052,0.90200754444052,Co,2,1,3,3,9,,
qmof-7282cf9,4,1,1,0.981091941033892,0.981091941033892,Co,2,1,4,3,12,,
qmof-72d8647,2,1,1,0.925327927250957,0.925327927250957,Co,2,1,2,3,6,,
qmof-7301cfb,4,1,1,0.881451092634027,0.881451092634027,Co,2,1,4,3,12,,
qmof-7344c24,1,1,1,0.657558107054879,0.657558107054879,Co,2,1,1,3,3,,
qmof-73ded45,6,1,1,0.983963479066367,0.983963479066367,Co,2,1,6,3,18,,
qmof-740e83b,1,1,1,0.899922693852293,0.899922693852293,Co,2,1,1,3,3,,
qmof-74c1a1a,2,1,1,0.883101393653673,0.923589363972772,Co,2,1,2,3,6,,
qmof-75a2dcd,4,1,1,0.988329816874402,0.988329816874402,Co,2,1,4,3,12,,
qmof-762c740,4,1,1,0.961101518690941,0.962134650549055,Co,2,1,4,3,12,,
qmof-7672d8f,2,1,1,0.956175378689994,0.956175378689994,Co,2,1,2,3,6,,
qmof-767c706,4,1,1,0.98856089776998,0.98856089776998,Co,2,1,4,3,12,,
qmof-7714b19,1,1,1,0.892656965714562,0.892656965714562,Co,2,1,1,3,3,,
qmof-772110c,24,1,1,0.978915292855946,0.989372383463333,Co,2,1,24,3,72,,
qmof-7787227,2,1,1,0.714941369398341,0.934119727459538,Co,2,1,2,3,6,,
qmof-78f079f,8,1,1,0.968289142066418,0.979803357672248,Co,2,1,8,3,24,,
qmof-792ee15,2,1,1,0.868771123169269,0.937211241566636,Co,2,1,2,3,6,,
qmof-792f814,9,1,1,0.981169294815952,0.98953905068594,Co,2,1,9,3,27,,
qmof-7960965,4,1,1,0.875088546375104,0.885948447136817,Co,2,1,4,3,12,,
qmof-796ed67,1,1,1,0.72586974130555,0.72586974130555,Co,2,1,1,3,3,,
qmof-7972915,2,1,1,0.981370768649385,0.981370768649385,Co,2,1,2,3,6,,
qmof-7978af6,2,1,1,0.988975222971103,0.988975222971103,Co,2,1,2,3,6,,
qmof-79ff2bd,2,1,1,0.990324080196962,0.990324080196962,Co,2,1,2,3,6,,
qmof-7a117a2,2,1,1,0.872237199551596,0.872237199551596,Co,2,1,2,3,6,,
qmof-7a6767f,8,1,1,0.793679423447976,0.976290893638226,Co,2,1,8,3,24,,
qmof-7acc00d,2,1,1,0.977750655111345,0.977750655111345,Co,2,1,2,3,6,,
qmof-7aeed39,2,1,1,0.56340323582917,0.56340323582917,Co,2,1,2,3,6,,
qmof-7b06c57,4,1,1,0.968582044233954,0.968582044233954,Co,2,1,4,3,12,,
qmof-7b5e892,1,1,1,0.629009186017162,0.629009186017162,Co,2,1,1,3,3,,
qmof-7b7e338,2,1,1,0.981435667863846,0.981435667863846,Co,2,1,2,3,6,,
qmof-7bea0fe,2,1,1,0.885218468213529,0.909886064195538,Co,2,1,2,3,6,,
qmof-7bf11ac,2,1,1,0.968193478974761,0.968193478974761,Co,2,1,2,3,6,,
qmof-7bfdb52,4,1,1,0.967709752302021,0.967709752302021,Co,2,1,4,3,12,,
qmof-7c2ca98,2,1,1,0.980804046409773,0.980804046409773,Co,2,1,2,3,6,,
qmof-7cb301f,4,1,1,0.970025530830511,0.970025530830511,Co,2,1,4,3,12,,
qmof-7d5c3b3,6,1,1,0.950262358282873,0.951697945941318,Co,2,1,6,3,18,,
qmof-7d744c9,1,1,1,0.802526210819945,0.802526210819945,Co,2,1,1,3,3,,
qmof-7da8960,1,1,1,0.830820549533475,0.830820549533475,Co,2,1,1,3,3,,
qmof-7dda0f8,4,1,1,0.842262799142613,0.96117753990615,Co,2,1,4,3,12,,
qmof-7e18d4e,8,1,1,0.979327479815204,0.991787571828494,Co,2,1,8,3,24,,
qmof-7e6dc97,6,1,1,0.893628863971033,0.9806982693127,Co,2,1,6,3,18,,
qmof-7ee5fa4,3,1,1,0.91414609716684,0.937950859222365,Co,2,1,3,3,9,,
qmof-7f04d5c,2,1,1,0.933680565731538,0.933680565731538,Co,2,1,2,3,6,,
qmof-8019572,2,1,1,0.963740303432529,0.963740303432529,Co,2,1,2,3,6,,
qmof-806f8b5,8,1,1,0.902795898286392,0.902795898286392,Co,2,1,8,3,24,,
qmof-824dc63,4,1,1,0.98775212917577,0.98775212917577,Co,2,1,4,3,12,,
qmof-8285c88,6,1,1,0.958083255412774,0.98785928027102,Co,2,1,6,3,18,,
qmof-82ad652,4,1,1,0.960110987571422,0.961840755212679,Co,2,1,4,3,12,,
qmof-82b967d,4,1,1,0.892053941723085,0.960285848470076,Co,2,1,4,3,12,,
qmof-82e7be4,8,1,1,0.973804460744338,0.974664325066728,Co,2,1,8,3,24,,
qmof-82ec815,3,1,1,0.826181531942622,0.989761992112807,Co,2,1,3,3,9,,
qmof-82f9a80,3,1,1,0.980112156252035,0.980112156252035,Co,2,1,3,3,9,,
qmof-82fb334,2,1,1,0.991397861239542,0.991397861239542,Co,2,1,2,3,6,,
qmof-830caa3,8,1,1,0.885019892932335,0.960894839170599,Co,2,1,8,3,24,,
qmof-830ed1c,4,1,1,0.959817092235047,0.960286372419519,Co,2,1,4,3,12,,
qmof-845e57e,4,1,1,0.988975222971103,0.988975222971103,Co,2,1,4,3,12,,
qmof-8491eff,2,1,1,0.930433454604349,0.930433454604349,Co,2,1,2,3,6,,
qmof-849cda5,1,1,1,0.683258955828084,0.683258955828084,Co,2,1,1,3,3,,
qmof-852524d,1,1,1,0.752800861961927,0.752800861961927,Co,2,1,1,3,3,,
qmof-8528641,12,1,1,0.98062267439766,0.98062267439766,Co,2,1,12,3,36,,
qmof-8529691,1,1,1,0.750131475635696,0.750131475635696,Co,2,1,1,3,3,,
qmof-85841e2,4,1,1,0.897324862776709,0.897324862776709,Co,2,1,4,3,12,,
qmof-85cd36a,1,1,1,0.746581365428057,0.746581365428057,Co,2,1,1,3,3,,
qmof-85fbc0d,2,1,1,0.804079809291234,0.804079809291234,Co,2,1,2,3,6,,
qmof-862ede4,20,1,1,0.97924767661795,0.991788564997334,Co,2,1,20,3,60,,
qmof-86b8af1,6,1,1,0.980329504553991,0.980329504553991,Co,2,1,6,3,18,,
qmof-86c6bbb,2,1,1,0.961840755212679,0.961840755212679,Co,2,1,2,3,6,,
qmof-871db39,4,1,1,0.90737317255291,0.959629253507863,Co,2,1,4,3,12,,
qmof-8742974,2,1,1,0.870064728942475,0.870064728942475,Co,2,1,2,3,6,,
qmof-875191b,4,1,1,0.936902999247032,0.981091941033892,Co,2,1,4,3,12,,
qmof-87a7761,2,1,1,0.985045219830578,0.985045219830578,Co,2,1,2,3,6,,
qmof-882e145,16,1,1,0.924115762861057,0.930320389628266,Co,2,1,16,3,48,,
qmof-884095d,2,1,1,0.98107687331301,0.98107687331301,Co,2,1,2,3,6,,
qmof-88816e9,2,1,1,0.932104547178651,0.932104547178651,Co,2,1,2,3,6,,
qmof-88a6105,8,1,1,0.95697530540391,0.972998026543862,Co,2,1,8,3,24,,
qmof-88dd1d6,8,1,1,0.90855223521253,0.90855223521253,Co,2,1,8,3,24,,
qmof-8925726,4,1,1,0.963446408096153,0.963446408096153,Co,2,1,4,3,12,,
qmof-893d0b0,2,1,1,0.882766746814493,0.882766746814493,Co,2,1,2,3,6,,
qmof-897b9d2,6,1,1,0.987784180460996,0.987784180460996,Co,2,1,6,3,18,,
qmof-897ea77,4,1,1,0.981879268006627,0.981879268006627,Co,2,1,4,3,12,,
qmof-8990774,4,1,1,0.981091941033892,0.981091941033892,Co,2,1,4,3,12,,
qmof-89d2f92,3,1,1,0.980398302529716,0.981435667863846,Co,2,1,3,3,9,,
qmof-8a1f276,4,1,1,0.931390687964686,0.931390687964686,Co,2,1,4,3,12,,
qmof-8a8743f,2,1,1,0.985659714423491,0.985659714423491,Co,2,1,2,3,6,,
qmof-8aa3a8e,1,1,1,0.742522270989617,0.742522270989617,Co,2,1,1,3,3,,
qmof-8b2988d,16,1,1,0.917458598103448,0.929764959372173,Co,2,1,16,3,48,,
qmof-8b6046e,12,1,1,0.974651792873934,0.988045045785538,Co,2,1,12,3,36,,
qmof-8bbce0c,2,1,1,0.570935649572389,0.570935649572389,Co,3,0,0,4,8,2,4
qmof-8c0809c,6,1,1,0.87735760217834,0.87735760217834,Co,2,1,6,3,18,,
qmof-8c6011b,2,1,1,0.97980438418165,0.97980438418165,Co,2,1,2,3,6,,
qmof-8d2aecd,2,1,1,0.90009959297243,0.90009959297243,Co,2,1,2,3,6,,
qmof-8d4b921,1,1,1,0.968853678620265,0.968853678620265,Co,2,1,1,3,3,,
qmof-8d71a0b,3,1,1,0.934347282146005,0.95320469701823,Co,2,1,3,3,9,,
qmof-8d7621b,6,1,1,0.916728046047639,0.941292798114053,Co,2,1,6,3,18,,
qmof-8d9e0fb,8,1,1,0.883531329021258,0.963446408096153,Co,2,1,8,3,24,,
qmof-8e0ee46,2,1,1,0.858920740120723,0.858920740120723,Co,2,1,2,3,6,,
qmof-8ecac40,2,1,1,0.840161872879378,0.840161872879378,Co,2,1,2,3,6,,
qmof-8ee91a2,8,1,1,0.988663922698041,0.988663922698041,Co,2,1,8,3,24,,
qmof-8efa0e2,8,1,1,0.981471756482471,0.981471756482471,Co,2,1,8,3,24,,
qmof-8f48272,10,1,1,0.985068503836784,0.991397861239542,Co,2,1,10,3,30,,
qmof-8fa9c85,2,1,1,0.988854618917694,0.988854618917694,Co,2,1,2,3,6,,
qmof-8fe6d7b,2,1,1,0.99140850452733,0.99140850452733,Co,2,1,2,3,6,,
qmof-902290d,4,1,1,0.795333115498435,0.990647490135044,Co,2,1,4,3,12,,
qmof-91bb1a1,8,1,1,0.846469079975799,0.961161694121868,Co,2,1,8,3,24,,
qmof-92074bc,1,1,1,0.72152717805915,0.72152717805915,Co,2,1,1,3,3,,
qmof-920fac3,4,1,1,0.959223415902216,0.959223415902216,Co,2,1,4,3,12,,
qmof-923ce21,1,1,1,0.960292359583536,0.960292359583536,Co,2,1,1,3,3,,
qmof-92f3405,2,1,1,0.876236514613339,0.876236514613339,Co,2,1,2,3,6,,
qmof-93ffe42,2,1,1,0.863528074676821,0.907209169112465,Co,2,1,2,3,6,,
qmof-9444f70,10,1,1,0.961476696241787,0.989456826401571,Co,2,1,10,3,30,,
qmof-948e0af,6,1,1,0.980757018473474,0.982748420328167,Co,2,1,6,3,18,,
qmof-94a3110,4,1,1,0.985363015338861,0.991788095777937,Co,2,1,4,3,12,,
qmof-94a67e3,1,1,1,0.878163084317314,0.878163084317314,Co,2,1,1,3,3,,
qmof-9507439,4,1,1,0.988376734596911,0.988376734596911,Co,2,1,4,3,12,,
qmof-954922b,4,1,1,0.980303709436722,0.980303709436722,Co,2,1,4,3,12,,
qmof-95efdd8,2,1,1,0.950081412238229,0.950081412238229,Co,2,1,2,3,6,,
qmof-9679def,2,1,1,0.836964871857862,0.836964871857862,Co,2,1,2,3,6,,
qmof-972dddd,4,1,1,0.972782222804572,0.972782222804572,Co,2,1,4,3,12,,
qmof-9798592,1,1,1,0.607767976480301,0.607767976480301,Co,2,1,1,3,3,,
qmof-97f8d81,8,1,1,0.980451112844126,0.980451112844126,Co,2,1,8,3,24,,
qmof-981431f,1,1,1,0.626722900416995,0.626722900416995,Co,2,1,1,3,3,,
qmof-9858c59,4,1,1,0.973531132872426,0.973531132872426,Co,2,1,4,3,12,,
qmof-986df6a,12,1,1,0.974651792873934,0.98106088944971,Co,2,1,12,3,36,,
qmof-987c95e,2,1,1,0.853317607161316,0.853317607161316,Co,2,1,2,3,6,,
qmof-98cdd63,1,1,1,0.979356191137859,0.979356191137859,Co,2,1,1,3,3,,
qmof-99810c8,2,1,1,0.849272506116882,0.849573761034912,Co,2,1,2,3,6,,
qmof-9a1ecbc,2,1,1,0.988159319574813,0.988159319574813,Co,2,1,2,3,6,,
qmof-9a34843,2,1,1,0.981091417084449,0.981091417084449,Co,2,1,2,3,6,,
qmof-9ac831b,4,1,1,0.983342871428604,0.983342871428604,Co,2,1,4,3,12,,
qmof-9b43c00,1,1,1,0.92747406176314,0.92747406176314,Co,2,1,1,3,3,,
qmof-9bb222f,4,1,1,0.963446408096153,0.963446408096153,Co,2,1,4,3,12,,
qmof-9c5aaea,4,1,1,0.986803299483161,0.986803299483161,Co,2,1,4,3,12,,
qmof-9c9e23d,1,1,1,0.949458222615135,0.949458222615135,Co,2,1,1,3,3,,
qmof-9cf2bad,4,1,1,0.985091646358297,0.985091646358297,Co,2,1,4,3,12,,
qmof-9dce9f9,1,1,1,0.912863128620228,0.912863128620228,Co,2,1,1,3,3,,
qmof-9dd2a8a,2,1,1,0.66051930224834,0.66051930224834,Co,2,1,2,3,6,,
qmof-9dd4efa,10,1,1,0.988579077979106,0.991397861239542,Co,2,1,10,3,30,,
qmof-9e2ce18,4,1,1,0.96118961677991,0.96118961677991,Co,2,1,4,3,12,,
qmof-9f49103,1,1,1,0.876964152103811,0.876964152103811,Co,2,1,1,3,3,,
qmof-9f5070f,2,1,1,0.96260045912907,0.96260045912907,Co,2,1,2,3,6,,
qmof-9fb6152,4,1,1,0.982090830711222,0.982090830711222,Co,2,1,4,3,12,,
qmof-9fe4370,2,1,1,0.97365003895978,0.97365003895978,Co,2,1,2,3,6,,
qmof-a07366c,3,1,1,0.96260045912907,0.96260045912907,Co,2,1,3,3,9,,
qmof-a08abd2,2,1,1,0.97140466133299,0.97140466133299,Co,2,1,2,3,6,,
qmof-a12ff29,4,1,1,0.905167899326431,0.905167899326431,Co,2,1,4,3,12,,
qmof-a239802,4,1,1,0.961476172292344,0.961476172292344,Co,2,1,4,3,12,,
qmof-a2a9bf5,2,1,1,0.984989214803371,0.984989214803371,Co,2,1,2,3,6,,
qmof-a2e17c9,2,1,1,0.963141175959074,0.963141175959074,Co,2,1,2,3,6,,
qmof-a30ea46,2,1,1,0.831845939733041,0.858564381788647,Co,2,1,2,3,6,,
qmof-a32d5ff,4,1,1,0.980209221417788,0.980209221417788,Co,2,1,4,3,12,,
qmof-a34800e,6,1,1,0.944235837667541,0.971589534105345,Co,2,1,6,3,18,,
qmof-a3e1ee9,8,1,1,0.96117753990615,0.988177759548518,Co,2,1,8,3,24,,
qmof-a3f3e94,4,1,1,0.981434641354445,0.981434641354445,Co,2,1,4,3,12,,
qmof-a4114e9,4,1,1,0.881906130847682,0.881906130847682,Co,2,1,4,3,12,,
qmof-a46e53c,2,1,1,0.82898340686412,0.82898340686412,Co,2,1,2,3,6,,
qmof-a48e6cb,6,1,1,0.948459522318356,0.981755962222293,Co,2,1,6,3,18,,
qmof-a49b7c7,6,1,1,0.991518752886374,0.991518752886374,Co,2,1,6,3,18,,
qmof-a59ed25,12,1,1,0.964668192411947,0.98483286102353,Co,2,1,12,3,36,,
qmof-a5a6fa2,2,1,1,0.826312503635724,0.959152713810145,Co,2,1,2,3,6,,
qmof-a5a80da,3,1,1,0.899751968223213,0.899751968223213,Co,2,1,3,3,9,,
qmof-a5b4034,2,1,1,0.973532324983151,0.973532324983151,Co,2,1,2,3,6,,
qmof-a5ebf1c,2,1,1,0.940546935639459,0.97423942733507,Co,2,1,2,3,6,,
qmof-a62e471,2,1,1,0.941073579326746,0.941073579326746,Co,2,1,2,3,6,,
qmof-a653a76,2,1,1,0.988721724239242,0.988721724239242,Co,2,1,2,3,6,,
qmof-a668ff8,2,1,1,0.988329816874402,0.988329816874402,Co,2,1,2,3,6,,
qmof-a6eb9f2,2,1,1,0.870814564397926,0.878294508319821,Co,2,1,2,3,6,,
qmof-a6f1445,3,1,1,0.88789670142447,0.895636580886016,Co,2,1,3,3,9,,
qmof-a798dd6,8,1,1,0.901330093717959,0.901330093717959,Co,2,1,8,3,24,,
qmof-a7a4796,2,1,1,0.96349825802776,0.96349825802776,Co,2,1,2,3,6,,
qmof-a8bfcf3,2,1,1,0.981434641354445,0.981434641354445,Co,2,1,2,3,6,,
qmof-a8e03e4,2,1,1,0.981754540023507,0.981754540023507,Co,2,1,2,3,6,,
qmof-a9805bf,2,1,1,0.95999846424716,0.95999846424716,Co,2,1,2,3,6,,
qmof-a98e632,2,1,1,0.627602991913012,0.627602991913012,Co,2,1,2,3,6,,
qmof-a9ab2a6,4,1,1,0.963820786809684,0.963820786809684,Co,2,1,4,3,12,,
qmof-a9d0bad,1,1,1,0.868808080762271,0.868808080762271,Co,2,1,1,3,3,,
qmof-a9e8f7c,2,1,1,0.991579233251655,0.991579233251655,Co,2,1,2,3,6,,
qmof-a9ff051,4,1,1,0.93571990812028,0.93571990812028,Co,2,1,4,3,12,,
qmof-aa7cb37,18,1,1,0.967561092530303,0.988199070147524,Co,2,1,18,3,54,,
qmof-aae514f,6,1,1,0.880942974684582,0.880942974684582,Co,2,1,6,3,18,,
qmof-ab1627d,4,1,1,0.961484036065729,0.961484036065729,Co,2,1,4,3,12,,
qmof-ab5d6dc,2,1,1,0.655259043550433,0.655259043550433,Co,2,1,2,3,6,,
qmof-abeea8c,4,1,1,0.773611541661062,0.935224206822958,Co,2,1,4,3,12,,
qmof-ac07b32,4,1,1,0.858460068823792,0.987266843092558,Co,2,1,4,3,12,,
qmof-ac415a0,1,1,1,0.80859893744267,0.80859893744267,Co,2,1,1,3,3,,
qmof-ac7057e,2,1,1,0.935518102159334,0.978959888904203,Co,2,1,2,3,6,,
qmof-aca3388,1,1,1,0.91187019566497,0.91187019566497,Co,3,0,0,4,4,2,2
qmof-acecbb7,2,1,1,0.8344927941839,0.8344927941839,Co,2,1,2,3,6,,
qmof-ad80379,4,1,1,0.9772889137811,0.9772889137811,Co,2,1,4,3,12,,
qmof-addc8ec,3,1,1,0.954166342835575,0.955051615802711,Co,2,1,3,3,9,,
qmof-ae1a15f,1,1,1,0.892656965714562,0.892656965714562,Co,2,1,1,3,3,,
qmof-aeb27bc,4,1,1,0.98107687331301,0.98107687331301,Co,2,1,4,3,12,,
qmof-af22f59,4,1,1,0.975009560915369,0.975009560915369,Co,2,1,4,3,12,,
qmof-af44312,1,1,1,0.863098338052293,0.863098338052293,Co,2,1,1,3,3,,
qmof-af6cc5c,2,1,1,0.960591423274651,0.960591423274651,Co,2,1,2,3,6,,
qmof-afddd6f,20,1,1,0.972872533975906,0.991104912122349,Co,2,1,20,3,60,,
qmof-b0602aa,6,1,1,0.964599276799982,0.964599276799982,Co,2,1,6,3,18,,
qmof-b0a3596,2,1,1,0.991397861239542,0.991397861239542,Co,2,1,2,3,6,,
qmof-b13adc9,1,1,1,0.892745837202795,0.892745837202795,Co,2,1,1,3,3,,
qmof-b202db2,2,1,1,0.876083598976363,0.88276721603389,Co,2,1,2,3,6,,
qmof-b2bccba,2,1,1,0.729070442969339,0.978547476155493,Co,2,1,2,3,6,,
qmof-b2fddf8,2,1,1,0.980682689323307,0.980682689323307,Co,2,1,2,3,6,,
qmof-b37eb52,2,1,1,0.836124417725214,0.836124417725214,Co,2,1,2,3,6,,
qmof-b38dbf6,5,1,1,0.982883543380124,0.991397861239542,Co,2,1,5,3,15,,
qmof-b396375,6,1,1,0.95572973636687,0.95572973636687,Co,2,1,6,3,18,,
qmof-b3b9d5b,2,1,1,0.932389221530929,0.979253784240579,Co,2,1,2,3,6,,
qmof-b3bf417,2,1,1,0.959404717857602,0.959404717857602,Co,2,1,2,3,6,,
qmof-b3dd2cb,8,1,1,0.974564053950858,0.981434641354445,Co,2,1,8,3,24,,
qmof-b3dffb5,6,1,1,0.943854149927557,0.989067210219279,Co,2,1,6,3,18,,
qmof-b42feba,2,1,1,0.702782706652553,0.89642047319843,Co,2,1,2,3,6,,
qmof-b448093,1,1,1,0.719969304636273,0.719969304636273,Co,2,1,1,3,3,,
qmof-b4bad2f,4,1,1,0.973451440452727,0.973451440452727,Co,2,1,4,3,12,,
qmof-b4de016,6,1,1,0.961476696241787,0.991397861239542,Co,2,1,6,3,18,,
qmof-b4e6ea2,2,1,1,0.956974836184513,0.956974836184513,Co,2,1,2,3,6,,
qmof-b5258da,4,1,1,0.989705972076966,0.989705972076966,Co,2,1,4,3,12,,
qmof-b5634c4,8,1,1,0.95037972054593,0.990141613805599,Co,2,1,8,3,24,,
qmof-b5821fa,4,1,1,0.988780329065874,0.98911358827392,Co,2,1,4,3,12,,
qmof-b5b3f3e,10,1,1,0.823341497535398,0.850719219262387,Co,2,1,10,3,30,,
