mof,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all
qmof-09bfb35,2.4025,30.318,28.52,78.42225,625,1375,2150,2875,1,6,8,17.5,36,84,180,243,1.9321,6.5052,10.286,16.97885,0,-10.26,-6,-23.47,0,95,114,322.5,0,0,0,0,0,22,18,64.5,0,3.66,3.72,12.11,89.1829,169.779,249.0782,244.6086,409,780,1034,906,12,24,34,34,58,132,158,132,5.566,12.1352,16.021,14.4938,10.5376,12.138,25.0088,26.4184,56.5,66,113.75,120.25,1,1.5,3,3,2.5,7.5,11,8.5,0.5477,0.85855,1.4775,1.4623,41.425,113.565,173.5294605,142.4644605,0,0.935,1.6875,1.1975,0,2,6.75,5.75,0,0,0,0,0,-2,-1.5,-0.5,0,-0.04,0.24,0.26,0,-6.9,-5.7053325,-1.8053325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qmof-da91664,3.5344,37.2992,38.352,79.2608,729,1242,1296,2214,1,6,8,16,36,84,144,216,1.5876,5.5692,7.7616,13.356,0,-8.56,-5.36,-12.08,0,116,168,350,0,0,0,0,0,22,24,60,0,3.14,3.92,9.56,210.5837,424.411,687.0456,856.9511,896,1816,2664,2933,30,62,100,130,162,404,574,642,12.8662,30.1082,44.8804,53.3766,11.1856,10.455,22.3302,22.826,60.25,57,106.5,110,1,1.25,2.5,2.75,1.75,5.25,7.5,9,0.5403,0.710325,1.2524,1.407325,34.7575,86.7275,127.253807,157.361307,0,0.9125,1.4325,2.3225,0,2,5.25,7.25,0,0,0,0,0,-2,-2,-4.25,0,-0.04,0.145,0.105,0,-6.45,-5.528555,-11.528555,10.5376,17.2753333333333,40.5356,35.7821333333333,56.5,88.3333333333333,161,129.833333333333,1,2.16666666666667,5,4.66666666666667,5.5,18.8333333333333,26.8333333333333,23.6666666666667,0.5477,1.19231666666667,2.2425,2.02086666666667,41.425,159.3562805,255.735228,241.5765085,0,1.38666666666667,2.66,3.26666666666667,0,3.66666666666667,14,16.1666666666667,0,0,0,0,0,-1.66666666666667,3.16666666666667,2.33333333333333,0,0.01,0.72,0.76,0,-8.71785166666667,-2.01422,-3.98207166666667
qmof-bced2e6,2.4025,30.752,37.448,54.622,625,1150,1500,1850,1,6,10,12,36,96,144,132,1.9321,6.1438,9.174,11.398,0,-10.54,-8.66,-16.64,0,104,190,226,0,0,0,0,0,20,36,50,0,3.92,7.3,8.48,53.9908,71.0016,142.0032,0,512,1024,768,0,5,8,12,0,20,32,12,0,3.172,5.9568,6.3948,0,10.9696,11.0848,33.6485333333333,13.0618666666667,59,113.333333333333,172.333333333333,60.6666666666667,1,1.33333333333333,3.33333333333333,1.66666666666667,2,6.66666666666667,8.66666666666667,8,0.542766666666666,0.8814,1.7358,0.8575,36.98,124.293333333333,150.917538,112.990871333333,0,0.9,0.77,0.77,0,-4.66666666666667,3,3,0,0,0,0,0,-2.66666666666667,-0.666666666666667,-0.666666666666667,0,-0.206666666666667,0.106666666666667,0.106666666666667,0,-12,-2.93570333333333,-2.93570333333333,9.81911111111111,18.1162666666667,26.256,8.86666666666667,101.666666666667,199.833333333333,132,43.1666666666667,1,2.16666666666667,2.66666666666667,1.16666666666667,6.16666666666667,10.8333333333333,9.16666666666667,7.83333333333333,0.655544444444445,1.42405,1.37553333333333,0.62375,114.373333333333,198.398769,122.570871333333,89.178769,0,0.084444444444445,0.606666666666667,0.63,0,5.22222222222222,2.66666666666667,2,0,0,0,0,0,1.33333333333333,0.166666666666667,-0.333333333333333,0,0.178888888888889,0.113333333333333,0.043333333333333,0,4.148815,-1.63570333333333,-3.41785166666667
qmof-9be5910,2.4025,30.752,37.355,48.019,625,1150,1000,1400,1,6,10,12,36,96,132,156,1.9321,6.1438,8.479,10.5084,0,-10.54,-8.6,-12.38,0,104,210,244,0,0,0,0,0,20,38,46,0,3.92,7.8,9.12,122.2282,268.821,406.22,458.812,466,1080,1400,1288,20,42,64,76,106,258,352,360,8.1492,19.8506,27.9072,28.9716,10.9696,11.016,23.3637333333333,24.1050666666667,59,60,107.333333333333,66.6666666666667,1,1.33333333333333,2.66666666666667,3,2,6,8.66666666666667,6.66666666666667,0.542766666666667,0.759733333333333,1.3,1.10263333333333,36.98,95.6733333333333,136.635076,108.10532,0,0.92,1.48,2.64333333333333,0,2,6,14.3333333333333,0,0,0,0,0,-2,-2,-1,0,-0.04,0.213333333333333,0.713333333333333,0,-6.6,-4.67140666666667,0.28578,6.40792380952381,11.2843428571429,19.2875428571429,20.0752761904762,34.0952380952381,60.5714285714286,90,82.1904761904762,0.666666666666667,1.33333333333333,2.38095238095238,2.47619047619048,2.85714285714286,7.90476190476191,12.0952380952381,9.71428571428571,0.372180952380952,0.759961904761905,1.21785714285714,1.15430476190476,33.9666666666667,92.7419047619048,151.118387619048,132.992729904762,0,0.411428571428572,1.04476190476191,1.13142857142857,0,0.857142857142857,4.19047619047619,6,0,0,0,0,0,-0.857142857142857,-0.761904761904762,0.095238095238095,0,-0.017142857142857,0.154285714285714,0.308571428571428,0,-3.17142857142857,-3.65100476190476,-0.691808571428571
qmof-c1579af,3.6481,34.8384,48.705,43.4716,784,1176,1680,1120,1,6,10,10,36,96,168,60,1.4641,5.445,9.317,6.05,0,-6.78,-6.4,-3.66,0,126,220,240,0,0,0,0,0,20,32,50,0,2.76,4.4,7.1,63.8532,132.906,186.41,162.2372,246,528,584,350,10,20,28,26,48,108,124,88,4.0442,9.2708,11.4908,8.5434,9.2416,11.628,18.3616,11.3088,49,63,105,31.5,1,1.5,2.5,1.5,2.5,7,8.5,4,0.5625,0.86625,1.2375,0.55875,54.76,125.43,188.752614,60.732614,0,0.735,1.56,0.84,0,1.5,2.5,6,0,0,0,0,0,-1.5,0,1,0,-0.03,0.225,0.38,0,-5.85,-7.00711,2.89289,3.3282,3.2895,3.9216,0,128,48,56,0,0.5,0.5,0.5,0,0.5,1,0.5,0,0.5202,0.3927,0.3825,0,188.18,109.61,71.78,0,0,0.015,-0.23,0,0,5,4.5,0,0,0,0,0,0,-0.5,0,0,0,0.125,0.135,0,0,4.05,6,0
qmof-4a15926,2.4025,26.04,23.715,52.6225,625,975,900,1775,1,5,6,12,25,55,90,140,1.9321,5.1013,6.4218,11.4814,0,-9.05,-6,-15.35,0,86,114,229,0,0,0,0,0,14,12,32,0,3.28,3.72,8.42,195.537466666667,404.43,642.567733333333,762.353,816.666666666667,1728,2509.33333333333,2644,29.3333333333333,61.3333333333333,97.3333333333333,119.333333333333,158.666666666667,392,556,602,12.5912,29.8965333333333,44.2284,50.0735333333333,10.9696,11.016,23.8602666666667,16.5093333333333,59,60,109.666666666667,80.3333333333333,1,1.33333333333333,2.66666666666667,2,2,6,8,6.66666666666667,0.542766666666667,0.759733333333333,1.295,1.03446666666667,36.98,95.6733333333333,127.015076,118.844204666667,0,0.92,1.31666666666667,1.63,0,2,5.66666666666667,5,0,0,0,0,0,-2,-1.33333333333333,-2.66666666666667,0,-0.04,0.22,0.066666666666667,0,-6.6,-3.37140666666667,-8.33570333333334,10.9696,13.6,26.9872,35.6026666666667,59,74,127,174.666666666667,1,1.66666666666667,3.33333333333333,4.33333333333333,3.66666666666667,11,17,20,0.542766666666667,0.952233333333333,1.69946666666667,2.26143333333333,36.98,123.546666666667,203.961742666667,265.561742666667,0,1.08333333333333,2.23666666666667,3.42333333333333,0,2.33333333333333,7.66666666666667,10.3333333333333,0,0,0,0,0,-1.33333333333333,-1,-4.33333333333333,0,-0.046666666666667,0.18,0.126666666666667,0,-7.9,-9.97140666666667,-17.9714066666667
qmof-90c218f,3.6481,39.4224,39.9381,45.7636,784,1344,1568,1568,1,6,9,8,36,108,132,132,1.4641,5.2998,6.9817,7.26,0,-9.18,-3.72,-8.68,0,120,196,168,0,0,0,0,0,18,32,26,0,2.88,5.12,3.68,225.4894,480.216,959.4404,1494.704,778,1752,2984,3200,36,76,156,252,232,664,1164,1416,12.8964,33.726,61.302,85.0076,11.8336,8.772,20.6056,23.908,64,48,112,64,1,1,2,3,1,3,5,6,0.5329,0.5621,1.095,1.1023,28.09,59.89,87.98,107.665366,0,0.89,0.89,3.37,0,2,2,16,0,0,0,0,0,-2,-3,-3,0,-0.04,-0.04,0.68,0,-6,-6,-4.41422,11.8336,8.772,20.6056,23.908,64,48,112,64,1,1,2,3,1,3,5,6,0.5329,0.5621,1.095,1.1023,28.09,59.89,87.98,107.665366,0,0.89,0.89,3.37,0,2,2,16,0,0,0,0,0,-2,-3,-3,0,-0.04,-0.04,0.68,0,-6,-6,-4.41422
qmof-f754d4b,2.4025,36.084,38.44,39.959,625,1350,1250,1300,1,7,10,10,49,119,182,182,1.9321,7.1585,9.591,9.5354,0,-12.43,-9.3,-10.28,0,121,200,198,0,0,0,0,0,32,44,44,0,4.58,7,7.04,110.222533333333,205.751,315.9948,384.073333333333,863.333333333333,1184,1828,2536,14,28.6666666666667,42.6666666666667,48,71.3333333333333,170,214.666666666667,178.666666666667,7.70433333333333,15.9698,23.2656,25.7445333333333,10.9696,11.016,22.1738666666667,37.8064,59,60,110.666666666667,246.333333333333,1,1.33333333333333,2.66666666666667,4,2,6,10,10.6666666666667,0.542766666666667,0.759733333333333,1.41446666666667,2.24653333333333,36.98,95.6733333333333,164.970871333333,225.664204666667,0,0.92,1.79333333333333,1.81666666666667,0,2,5.33333333333333,-1,0,0,0,0,0,-2,-3,-2.66666666666667,0,-0.04,0.06,-0.106666666666667,0,-6.6,-9.63570333333333,-14.5357033333333,6.65706666666667,5.372,10.744,25.2378666666667,192.666666666667,68,136,317.333333333333,0.666666666666667,0.666666666666667,1.33333333333333,2.66666666666667,0.666666666666667,2,4,5.33333333333333,0.6534,0.5082,1.0164,1.98,142.106666666667,109.986666666667,219.973333333333,323.146666666667,0,0.406666666666667,0.813333333333334,0.440000000000001,0,7.33333333333333,14.6666666666667,26.6666666666667,0,0,0,0,0,-1.33333333333333,-2.66666666666667,-2.66666666666667,0,0.146666666666667,0.293333333333333,0.64,0,2.2,4.4,16.8
qmof-f3bdfdf,3.5344,30.832,37.036,58.2424,729,1026,1026,1512,1,5,8,12,26,68,102,120,1.5876,4.6494,6.7536,9.5256,0,-7,-4.66,-8.42,0,97,178,268,0,0,0,0,0,13,22,36,0,2.61,4.72,7.56,208.039766666667,424.958666666667,673.640933333333,823.208666666667,866.666666666667,1794.66666666667,2533.33333333333,2634.66666666667,30.3333333333333,62.6666666666667,98.6666666666667,124,161.333333333333,396,553.333333333333,596,12.8001,30.1129333333333,43.6994666666667,49.534,10.7227428571429,11.6571428571429,24.1517714285714,19.08,57.5714285714286,63.4285714285714,106,78.8571428571429,1,1.42857142857143,2.85714285714286,2.42857142857143,2.28571428571429,6.85714285714286,9.14285714285714,7.71428571428571,0.545585714285714,0.8162,1.35857142857143,1.12775714285714,39.52,105.897142857143,150.536526285714,132.870812,0,0.928571428571429,1.64857142857143,1.94714285714286,0,2,7.14285714285714,7.85714285714286,0,0,0,0,0,-2,-1.14285714285714,-1.85714285714286,0,-0.04,0.285714285714286,0.271428571428571,0,-6.77142857142857,-4.29180857142857,-6.04895142857143,11.8336,13.9729523809524,28.9566095238095,38.1921904761905,64,70.0952380952381,129.52380952381,167.619047619048,1,1.61904761904762,3.28571428571429,4.52380952380952,2.85714285714286,8.66666666666667,14.0952380952381,22.4761904761905,0.5329,0.854447619047619,1.58549047619048,2.18130952380952,28.09,90.1071777142857,153.808014,226.356655142857,0,1.50761904761905,2.8852380952381,4.45952380952381,0,4.19047619047619,10.0952380952381,15.2380952380952,0,0,0,0,0,-2.04761904761905,-2,-4.0952380952381,0,0.011428571428571,0.226666666666667,0.314285714285714,0,-8.42040190476191,-11.6060942857143,-18.7326123809524
qmof-875191b,3.5344,37.2992,33.558,63.0364,729,1242,1134,1674,1,6,7,13,36,84,126,174,1.5876,5.5692,6.7914,10.4958,0,-8.56,-4.69,-9.09,0,116,147,289,0,0,0,0,0,22,21,49,0,3.14,3.43,8.05,194.981228571429,413.865,646.882514285714,798.232,792.857142857143,1738.28571428571,2460.57142857143,2570.28571428571,30.2857142857143,63.7142857142857,99.4285714285714,127.428571428571,163.142857142857,405.428571428571,574.857142857143,633.142857142857,12.8249714285714,30.8418,45.1134857142857,51.3781142857143,10.9696,11.016,23.3637333333333,18.7386666666667,59,60,107.333333333333,82.6666666666667,1,1.33333333333333,2.66666666666667,2.33333333333333,2,6,8,7.33333333333333,0.542766666666666,0.759733333333333,1.3,1.12696666666667,36.98,95.6733333333333,136.635076,129.961742666667,0,0.92,1.48,1.91,0,2,6,7,0,0,0,0,0,-2,-1.33333333333333,-2.33333333333333,0,-0.04,0.213333333333333,0.193333333333333,0,-6.6,-4.67140666666667,-7.37140666666667,6.16106666666667,15.504,31.008,57.76,32.6666666666667,84,168,196,0.666666666666667,2,4,8,6,18,36,48,0.375,1.155,2.31,3.42,36.5066666666667,167.24,334.48,467.890456,0,0.98,1.96,5.32,0,2,4,28,0,0,0,0,0,0,0,8,0,-0.04,-0.08,1.44,0,-7.8,-15.6,-4.02844
qmof-2f1a847,3.5344,30.832,37.036,49.9704,729,1026,1026,1458,1,5,8,10,25,65,100,110,1.5876,4.6494,6.7536,8.5932,0,-7,-4.66,-7.78,0,97,178,216,0,0,0,0,0,12,20,28,0,2.61,4.72,5.78,263.4805,548.454,878.9594,1086.055,1090,2328,3362,3598,40,84,134,172,218,542,770,860,17.032,40.81,60.5582,70.1564,10.9696,11.016,23.7184,24.7578666666667,59,60,119,124.666666666667,1,1.33333333333333,2.66666666666667,3,2,6,9.33333333333333,12,0.542766666666667,0.759733333333333,1.4,1.60696666666667,36.98,95.6733333333333,153.390871333333,192.844204666667,0,0.92,1.36333333333333,1.95666666666667,0,2,4.33333333333333,5.66666666666667,0,0,0,0,0,-2,-2,-3.33333333333333,0,-0.04,0.08,0.053333333333333,0,-6.6,-6.93570333333333,-10.9357033333333,7.88906666666667,7.79733333333333,18.3696,18.9582222222222,42.6666666666667,42.6666666666667,85.3333333333333,88.8888888888889,0.666666666666667,0.888888888888889,2,2.22222222222222,1.33333333333333,4.44444444444444,6.66666666666667,8.88888888888889,0.355266666666667,0.499644444444445,0.981444444444444,1.11933333333333,18.7266666666667,53.2355555555556,89.6456368888889,117.087859111111,0,0.791111111111111,1.54,2.13333333333333,0,1.77777777777778,5.33333333333333,6.66666666666667,0,0,0,0,0,-1.55555555555556,-1.11111111111111,-2.22222222222222,0,-0.035555555555556,0.115555555555556,0.088888888888889,0,-5.33333333333334,-6.31427111111111,-10.3142711111111
qmof-213cb46,3.5344,30.832,31.5276,88.9052,729,1026,1863,2538,1,5,7,17,25,60,120,180,1.5876,4.6494,7.8876,14.175,0,-7,-3.61,-15.33,0,97,120,365,0,0,0,0,0,13,11,49,0,2.61,2.56,10.17,127.4242,249.8026,413.9545,436.1672,852,1768,2386,2179,18.5,38,59,67,97,234,309,297,8.7767,20.66,29.5919,29.4869,10.5376,11.5188,30.6596,23.1716,56.5,102,137,120,1,1.5,3.5,3,2.5,8,11,8,0.5477,0.9644,1.66895,1.35465,41.425,149.87,175.007614,168.4614555,0,1.115,1.775,2.58,0,-2.5,8,7,0,0,0,0,0,-2.5,-1.5,-1,0,-0.185,0.34,0.385,0,-13.75,-4.00711,-8.710665,4.31245,8.93878333333333,12.82345,13.0905666666667,74.8333333333333,122.333333333333,157.5,143.833333333333,0.5,1.25,1.58333333333333,1.75,3.75,7.66666666666667,8.5,8.5,0.407191666666667,0.8923,1.099675,1.12181666666667,142.5525,186.9762805,293.083791666667,221.597420916667,0,-0.160833333333333,0.165833333333333,0.0525,0,6.08333333333333,6,10.9166666666667,0,0,0,0,0,0.916666666666667,0.416666666666667,0.916666666666667,0,0.2325,0.195,0.4125,0,8.69048166666667,5.548815,12.5553708333333
qmof-d42c622,2.4025,37.572,33.573,35.898,625,1200,1050,1350,1,8,8,8,64,160,128,160,1.9321,7.1724,7.3392,8.3956,0,-11.84,-9.26,-10.76,0,152,158,146,0,0,0,0,0,44,48,44,0,5.96,5.84,5.08,150.9352,313.4076,479.7168,518.1344,667,1410,1932,1652,21,44,68,78,112,274,374,370,9.4429,21.932,31.3128,31.557,10.5376,13.6276,18.7996,16.6728,56.5,73,101.5,57,1,1.5,2,2,2.5,5.5,7.5,5.5,0.5477,0.84355,1.1175,0.8326,41.425,84.705,113.18,85.307683,0,0.445,0.69,1.685,0,1,1.5,8,0,0,0,0,0,-1,-2,-1.5,0,-0.02,-0.03,0.34,0,-3,-4.95,-2.20711,9.76,16.89968,28.01552,21.27936,52,90.8,127.4,90,1,2,3.4,2.6,4.4,12.2,16.4,11.2,0.55658,1.13992,1.6965,1.24054,49.426,139.406,199.3820912,146.7721188,0,0.668,1.438,1.34,0,1.4,6.4,6.2,0,0,0,0,0,-1,0.4,0.2,0,-0.028,0.272,0.276,0,-5.1,-3.565688,-2.785688
qmof-a59ed25,3.5344,32.336,24.7282666666667,58.5181333333333,729,1080,1242,1962,1,5,5.33333333333333,10.3333333333333,25.6666666666667,55,92,136.666666666667,1.5876,4.599,5.586,9.7566,0,-7.8,-3.12666666666667,-11.7,0,95,98,206.333333333333,0,0,0,0,0,15,10,26.6666666666667,0,2.65,2.28666666666667,5.27666666666667,207.413,403.8228,664.5906,823.934,1152,2384,3336,3688,29,60,96,124,156,388,552,604,13.6336,31.7764,47.7496,56.382,11.8336,8.77199999999999,20.2616,23.22,64,48,110,102,1,1,2,2.75,1,3,4.75,7.25,0.5329,0.562100000000001,1.09865,1.326775,28.09,59.89,90.7625,137.69576225,0,0.89,0.99,2.71,0,2,2.25,9.25,0,0,0,0,0,-2,-2.75,-4.5,0,-0.04,-0.045,0.19,0,-6,-6.525,-11.4053325,9.8913,17.9787,35.8522,34.815,108.25,207.5,211,213.25,1,2.25,4.5,4.75,6.75,18.25,23.75,24.25,0.667175,1.570425,2.31145,2.495125,121.825,275.145,373.893921,451.4523945,0,0.3825,2.2025,2.82,0,5.75,21,33.5,0,0,0,0,0,-5.55E-17,2.25,1.5,0,0.11,0.78,1.105,0,1.125,5.989335,13.1625575
qmof-1b4a7d4,2.4025,30.752,37.355,43.896,625,1150,1000,2150,1,6,10,10,36,96,132,144,1.9321,6.1438,8.479,11.2312,0,-10.54,-8.6,-12.82,0,104,210,164,0,0,0,0,0,20,38,36,0,3.92,7.8,5.82,118.7144,219.096,337.3204,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4224,16.2624,23.0448,24.6794,10.9696,11.016,24.6,24.0485333333333,59,60,156.333333333333,101.333333333333,1,1.33333333333333,2.66666666666667,3,2,6,10,9.33333333333333,0.542766666666667,0.759733333333333,1.5575,1.40696666666667,36.98,95.6733333333333,180.506666666667,159.332614,0,0.92,1.07333333333333,2.19,0,2,-1,9,0,0,0,0,0,-2,-2.33333333333333,-2,0,-0.04,-0.13,0.32,0,-6.6,-10.6,-6.40711,10.5387333333333,11.5623333333333,21.2414333333333,17.2685,93.5,73.3333333333333,157.5,99.3333333333333,1,1.5,2.33333333333333,2.16666666666667,2.83333333333333,6.5,7.66666666666667,8.66666666666667,0.622416666666667,0.825283333333334,1.40005,1.19866666666667,90.58,138.054204666667,190.669655666667,173.409311333333,0,0.965,0.585,1.48166666666667,0,6.83333333333333,7,9.66666666666667,0,0,0,0,0,-1,-1.16666666666667,-2.5,0,0.18,0.168333333333333,0.198333333333333,0,-0.985703333333335,1.83214833333333,-2.98570333333334
qmof-6a57bbc,3.5344,36.6474666666667,37.2365333333333,59.0946666666667,729,1224,1620,1980,1,5.66666666666667,8.66666666666667,10,32.3333333333333,83.6666666666667,123.666666666667,142.666666666667,1.5876,5.2122,7.2156,9.366,0,-8.84,-3.51333333333333,-12.6333333333333,0,107.666666666667,174,196.666666666667,0,0,0,0,0,17.6666666666667,27.6666666666667,32,0,3.00333333333333,5.19333333333333,5.16666666666667,202.4191,391.884,619.4556,759.268,931,1812,2712,2884,28,58,90,116,148,366,522,580,13.0492,29.7066,44.0074,51.4292,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,5.9168,4.386,10.3028,8.772,32,24,56,48,0.5,0.5,1,1,0.5,1.5,2,3,0.26645,0.28105,0.5475,0.5621,14.045,29.945,43.99,59.89,0,0.445,0.445,0.89,0,1,1,2,0,0,0,0,0,-1,-1,-2,0,-0.02,-0.02,-0.04,0,-3,-3,-6
qmof-b3bf417,3.5344,30.832,33.558,69.5036,729,1026,1134,1890,1,5,7,14,25,60,105,150,1.5876,4.6494,6.7914,11.4156,0,-7,-4.69,-10.65,0,97,147,308,0,0,0,0,0,13,14,40,0,2.61,3.43,8.58,217.1808,452.843,701.5669,864.8055,909,1934,2740,2814,32.5,68,105,133,173,426,589,619,13.98245,33.1568,48.0001,53.7273,10.5376,12.138,24.7428,19.336,56.5,66,105,76,1,1.5,3,2.5,2.5,7.5,10,8,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0,0.935,1.775,1.975,0,2,8,8.5,0,0,0,0,0,-2,-1,-1.5,0,-0.04,0.34,0.33,0,-6.9,-4.00711,-5.05711,11.3152,12.3332,24.40024,30.9616,61,61.4,132.4,137.2,1,1.5,2.6,3.8,2.9,7.5,11.6,16.6,0.53882,0.79239,1.45026,1.85926,33.424,94.0195228,145.784,214.3496554,0,1.165,1.273,3.252,0,3.4,2.8,11.4,0,0,0,0,0,-1.2,-1.8,-2.4,0,0.032,-0.056,0.272,0,-6.381422,-8.94,-13.48711
qmof-1a7f459,3.5344,36.5472,41.83,53.0912,729,1215,1188,1566,1,6,9,11,36,96,138,162,1.5876,5.5944,7.7238,9.6138,0,-8.16,-5.33,-7.56,0,117,199,239,0,0,0,0,0,20,31,39,0,3.12,5.21,6.23,123.116,223.38,345.8884,401.347,596,1080,1600,1588,16,32,48,58,80,192,256,250,7.848,16.8476,24.2152,26.4122,10.2136,12.0105,24.6371,29.7818,54.625,65.25,119,139.25,1,1.5,3,3.75,2.5,7.5,12.25,15.25,0.5514,0.860475,1.56,1.921575,44.75875,116.53125,196.003807,243.6469605,0,0.885,1.61125,2.155,0,1.875,5.5,7.75,0,0,0,0,0,-2,-2.25,-3,0,-0.0375,0.14,0.22,0,-6.6375,-7.628555,-9.1553325,5.9168,4.386,10.3028,8.772,32,24,56,48,0.5,0.5,1,1,0.5,1.5,2,3,0.26645,0.28105,0.5475,0.5621,14.045,29.945,43.99,59.89,0,0.445,0.445,0.89,0,1,1,2,0,0,0,0,0,-1,-1,-2,0,-0.02,-0.02,-0.04,0,-3,-3,-6
qmof-b5258da,3.5344,38.8032,36.378,49.1808,729,1296,891,1539,1,6,8,9,36,84,114,150,1.5876,5.5188,6.2496,8.0262,0,-9.36,-4.31,-9.24,0,114,183,186,0,0,0,0,0,22,29,29,0,3.18,5.12,4.97,99.698,160.395,270.7444,322.1674,467,732,1066,976,12,22,36,42,58,136,144,98,5.4468,10.8878,15.4812,15.517,11.8336,8.772,21.50688,30.34768,64,48,110.4,112,1,1,2.2,3.4,1,3.2,5.6,6.2,0.5329,0.5621,1.15486,1.42058,28.09,59.89,99.1175366,120.5822928,0,0.89,1.316,2.874,0,2,3.8,13.2,0,0,0,0,0,-2.2,-3.4,-2.8,0,-0.04,0.024,0.536,0,-6,-7.041422,-4.731376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
