mof_id,rac_0,rac_1,rac_2,rac_3,rac_4,rac_5,rac_6,rac_7,rac_8,rac_9,rac_10,rac_11,rac_12,rac_13,rac_14,rac_15,rac_16,rac_17,rac_18,rac_19,rac_20,rac_21,rac_22,rac_23,rac_24,rac_25,rac_26,rac_27,rac_28,rac_29,rac_30,rac_31,rac_32,rac_33,rac_34,rac_35,rac_36,rac_37,rac_38,rac_39,rac_40,rac_41,rac_42,rac_43,rac_44,rac_45,rac_46,rac_47,rac_48,rac_49,rac_50,rac_51,rac_52,rac_53,rac_54,rac_55,rac_56,rac_57,rac_58,rac_59,rac_60,rac_61,rac_62,rac_63,rac_64,rac_65,rac_66,rac_67,rac_68,rac_69,rac_70,rac_71,rac_72,rac_73,rac_74,rac_75,rac_76,rac_77,rac_78,rac_79,rac_80,rac_81,rac_82,rac_83,rac_84,rac_85,rac_86,rac_87,rac_88,rac_89,rac_90,rac_91,rac_92,rac_93,rac_94,rac_95,rac_96,rac_97,rac_98,rac_99,rac_100,rac_101,rac_102,rac_103,rac_104,rac_105,rac_106,rac_107,rac_108,rac_109,rac_110,rac_111,rac_112,rac_113,rac_114,rac_115,rac_116,rac_117,rac_118,rac_119,rac_120,rac_121,rac_122,rac_123,rac_124,rac_125,rac_126,rac_127,rac_128,rac_129,rac_130,rac_131,rac_132,rac_133,rac_134,rac_135,rac_136,rac_137,rac_138,rac_139,rac_140,rac_141,rac_142,rac_143,rac_144,rac_145,rac_146,rac_147,rac_148,rac_149,rac_150,rac_151,rac_152,rac_153,rac_154,rac_155,prediction,metal_x,CN_metal_x,CN_metal_round,formula,volume,density,n_atoms,metal_y,CN_metal_y,spacegroup,spg_number
qmof-ef8652c,3.5344,37.2992,33.558,66.7212,729,1242,1134,1782,1,6,7,13,36,84,126,162,1.5876,5.5692,6.7914,10.395,0,-8.56,-4.69,-11.05,0,116,147,285,0,0,0,0,0,22,21,51,0,3.14,3.43,8.13,161.0538,335.6212,527.8676,580.8435,675,1432,2012,1815,23.5,49,77,90,126,309,433,445,10.04395,23.7405,34.5549,36.073,10.5376,12.138,26.2324,12.648,56.5,66,112,69,1,1.5,3,1.5,2.5,7.5,9,7,0.5477,0.85855,1.3875,0.85085,41.425,113.565,132.102614,101.7,0,0.935,1.285,1.135,0,2,7,2.5,0,0,0,0,0,-2,-0.5,-3,0,-0.04,0.36,-0.05,0,-6.9,-0.10711,-7.95,10.5376,18.6048,27.8328,28.842,56.5,84,121.5,94.5,1,2.25,3.5,3.75,5.25,13.75,19.25,16.25,0.5477,1.130475,1.69835,1.542825,41.425,131.9838415,204.242614,179.845297,0,1.4325,2.22,3.3375,0,5.25,9,15.75,0,0,0,0,0,-0.5,0.25,1,0,0.145,0.32,0.685,0,-5.528555,-7.00711,-5.23922,-0.703291835,Co,6,6,Co2 H32 C40 N12 O10,958.0449212,1.661540803,96,Co,6,P-1,2
qmof-f40f3e7,3.5344,37.2992,38.352,54.896,729,1242,1296,1404,1,6,8,12,36,84,144,168,1.5876,5.5692,7.7616,9.6264,0,-8.56,-5.36,-6.64,0,116,168,272,0,0,0,0,0,22,24,44,0,3.14,3.92,7.48,189.3058667,400.129,677.2806667,888.2978,614.6666667,1376,2042.666667,2294,32,64.66666667,113.3333333,146.6666667,178,446,649.3333333,750.6666667,11.27253333,27.951,42.88493333,54.29333333,10.9696,11.016,21.32266667,32.0744,59,60,96.66666667,144,1,1.333333333,2.666666667,3.666666667,2,6,9.333333333,9.666666667,0.542766667,0.759733333,1.319466667,1.759633333,36.98,95.67333333,157.835076,176.6143037,0,0.92,2.073333333,2.62,0,2,7.333333333,10,0,0,0,0,0,-2,-2.666666667,-3.333333333,0,-0.04,0.186666667,0.3,0,-6.6,-8.671406667,-9.10711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953084806,Co,6,6,Co1 H50 C40 N2 O4,1024.178142,1.105378389,97,Co,6,P-1,2
qmof-9a34843,3.5344,37.2992,33.558,63.0364,729,1242,1134,1674,1,6,7,13,36,84,126,174,1.5876,5.5692,6.7914,10.4958,0,-8.56,-4.69,-9.09,0,116,147,289,0,0,0,0,0,22,21,49,0,3.14,3.43,8.05,217.2754,465.834,724.1432,884.118,886,1968,2762,2886,34,72,112,142,184,456,644,696,14.5058,35.0504,51.1792,57.9162,10.5376,12.138,24.7428,19.336,56.5,66,105,76,1,1.5,3,2.5,2.5,7.5,10,8,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0,0.935,1.775,1.975,0,2,8,8.5,0,0,0,0,0,-2,-1,-1.5,0,-0.04,0.34,0.33,0,-6.9,-4.00711,-5.05711,4.6208,7.752,14.972,22.724,24.5,42,66.5,108.5,0.5,1,2,3,2,6,10,16,0.28125,0.5775,1.005,1.5825,27.38,83.62,142.106307,225.726307,0,0.49,1.155,1.645,0,1,4.5,5.5,0,0,0,0,0,-1,-1,-2,0,-0.02,0.16,0.14,0,-3.9,-4.403555,-8.303555,-0.821539081,Co,6,6,Co2 H48 C72 N8 O8,1885.894653,1.119180187,138,Co,6,P-1,2
qmof-e6bee8a,3.5344,37.2992,33.558,63.0364,729,1242,1134,1674,1,6,7,13,36,84,126,174,1.5876,5.5692,6.7914,10.4958,0,-8.56,-4.69,-9.09,0,116,147,289,0,0,0,0,0,22,21,49,0,3.14,3.43,8.05,143.2562,297.3986,455.5659,504.694,617,1304,1827,1726,21,44,67,78,111,270,370,362,9.2909,21.7994,31.2213,32.254,10.5376,12.138,24.7428,19.602,56.5,66,105,84.75,1,1.5,3,2.5,2.5,7.5,10,9,0.5477,0.85855,1.4025,1.20335,41.425,113.565,160.962614,147.6194605,0,0.935,1.775,1.8875,0,2,8,7.25,0,0,0,0,0,-2,-1,-2,0,-0.04,0.34,0.23,0,-6.9,-4.00711,-6.7553325,4.6208,9.3632,15.02773333,14.03466667,24.5,45.5,75.83333333,71.16666667,0.5,1.166666667,1.833333333,1.833333333,2.833333333,7,10.66666667,11.83333333,0.28125,0.61875,0.99875,1.00875,27.38,79.558769,125.6854357,144.9254357,0,0.466666667,0.63,0.956666667,0,1.666666667,2,2.666666667,0,0,0,0,0,-0.166666667,-0.5,-1,0,0.05,0.043333333,0.03,0,-2.117851667,-3.417851667,-6.017851667,-0.75015247,Co,6,6,Co2 H26 C40 N10 O8,936.0754089,1.583350838,86,Co,6,P-1,2
qmof-f69d443,3.5344,37.2992,33.558,63.0364,729,1242,1134,1674,1,6,7,13,36,84,126,174,1.5876,5.5692,6.7914,10.4958,0,-8.56,-4.69,-9.09,0,116,147,289,0,0,0,0,0,22,21,49,0,3.14,3.43,8.05,150.297,313.3282,476.9879,543.0417,642,1360,1913,1908,22,46,70,83,116,283,392,401,9.6406,22.6394,32.5058,34.8343,10.5376,12.138,24.7428,19.336,56.5,66,105,76,1,1.5,3,2.5,2.5,7.5,10,8,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0,0.935,1.775,1.975,0,2,8,8.5,0,0,0,0,0,-2,-1,-1.5,0,-0.04,0.34,0.33,0,-6.9,-4.00711,-5.05711,4.6208,10.1688,14.0448,16.2488,24.5,47.25,68.25,87.5,0.5,1.25,1.75,2,3.25,7.75,11.25,14.25,0.28125,0.639375,0.928125,1.1475,27.38,77.5281535,119.3381535,152.81,0,0.455,0.7,0.735,0,2,2.5,1.5,0,0,0,0,0,0.25,0,-0.75,0,0.085,0.075,-0.03,0,-1.2267775,-3.1767775,-5.85,-0.856922984,Co,6,6,Co2 H28 C40 N12 O8,1117.880465,1.370451156,90,Co,6,P-1,2
qmof-f1d2d60,3.5344,36.79786667,48.02773333,60.56106667,729,1224,1314,2214,1,6,10,12,36,96,144,176,1.5876,5.586,8.3076,10.8948,0,-8.293333333,-6.746666667,-9.653333333,0,116.6666667,221.3333333,242,0,0,0,0,0,20,36,42.66666667,0,3.126666667,6.006666667,6.473333333,124.7793333,245.0464,359.1826667,357.6247333,609.3333333,1204,1674.666667,1537.333333,16,33.33333333,48,50,81.33333333,192,254.6666667,243.3333333,7.9888,17.7116,24.5136,23.93726667,10.1056,14.0048,23.87733333,20.76933333,54,75.5,114.3333333,97.33333333,1,1.666666667,2.833333333,2.5,3,8,11.33333333,9.333333333,0.552633333,0.949866667,1.45875,1.270983333,45.87,117.0266667,170.9396403,144.046307,0,0.705,1.288333333,1.258333333,0,1.5,4.833333333,4.833333333,0,0,0,0,0,-1.5,-1.333333333,-1.333333333,0,-0.03,0.153333333,0.153333333,0,-5.25,-5.103555,-4.503555,10.1056,14.7496,21.27813333,14.09653333,54,79,114.3333333,76.33333333,1,1.666666667,2.333333333,1.666666667,3,7,9.333333333,7.333333333,0.552633333,0.942366667,1.3125,0.947233333,45.87,102.5966667,139.8333333,113.9266667,0,0.46,0.623333333,0.92,0,1,1.333333333,2,0,0,0,0,0,-1,-1.333333333,-2,0,-0.02,-0.026666667,-0.04,0,-3.3,-4.6,-6.6,0.343378748,Co,6,6,Co3 H16 C20 N12 O12,710.9340834,1.852721057,63,Co,6,P-1,2
qmof-8ee91a2,3.5344,37.2992,33.558,63.0364,729,1242,1134,1674,1,6,7,13,36,84,126,174,1.5876,5.5692,6.7914,10.4958,0,-8.56,-4.69,-9.09,0,116,147,289,0,0,0,0,0,22,21,49,0,3.14,3.43,8.05,120.7877846,232.8463846,343.0671692,374.8342308,500.6153846,967.3846154,1242.461538,1008.153846,17.84615385,35.23076923,51.38461538,60,86.61538462,202.6153846,249.5384615,238.7692308,7.5336,16.80376923,22.32538462,21.91473846,10.9696,11.016,23.36373333,17.936,59,60,107.3333333,56,1,1.333333333,2.666666667,2.333333333,2,6,8,6,0.542766667,0.759733333,1.3,0.9323,36.98,95.67333333,136.635076,105.960198,0,0.92,1.48,2.143333333,0,2,6,10.33333333,0,0,0,0,0,-2,-1.333333333,-1,0,-0.04,0.213333333,0.46,0,-6.6,-4.671406667,-2.842813333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.699798973,Co,6,6,Co8 H112 C144 N16 O32,4065.772822,1.245671417,312,Co,6,Pbca,61
qmof-41cbe0b,3.5344,37.2992,45.308,58.2424,729,1242,1080,1512,1,6,10,12,36,96,132,156,1.5876,5.5692,7.686,9.5256,0,-8.56,-5.3,-8.42,0,116,230,268,0,0,0,0,0,20,38,46,0,3.14,6.5,7.56,148.8343,307.1856,471.9278,482.068,679,1422,1970,1690,20,42,64,66,106,252,320,282,9.2756,21.3006,30.0044,28.147,10.5376,12.138,24.7428,24.6376,56.5,66,105,85,1,1.5,3,3,2.5,7.5,10.5,8.5,0.5477,0.85855,1.4025,1.2526,41.425,113.565,160.962614,129.36399,0,0.935,1.775,2.105,0,2,8,11,0,0,0,0,0,-2,-1.5,-1,0,-0.04,0.34,0.53,0,-6.9,-4.00711,-0.760665,9.6736,17.1636,28.93986667,31.1848,51.5,92,141.1666667,127.5,1,2,3.5,3.833333333,4.333333333,11.83333333,18.5,15,0.557566667,1.137433333,1.84625,1.783783333,50.315,134.425,225.466307,204.115175,0,0.556666667,1.385,1.758333333,0,1.166666667,5,9.333333333,0,0,0,0,0,-1.166666667,-1.333333333,0.166666667,0,-0.023333333,0.15,0.48,0,-4.25,-6.053555,-1.042813333,0.331501129,Co,6,6,Co1 H14 C14 N12 O6,490.9547147,1.708960391,47,Co,6,P-1,2
qmof-0074d70,3.5344,34.2912,47.94,64.5968,729,1134,1620,2268,1,6,10,14,36,96,168,180,1.5876,5.67,9.702,12.1968,0,-6.96,-6.7,-8.04,0,120,210,294,0,0,0,0,0,20,32,54,0,3.06,4.9,7.96,234.7764,528.207,820.952,997.7364,930,2208,3080,3204,38,82,128,160,210,522,736,796,16.0246,39.7474,58.2144,64.9056,9.2416,10.336,15.21013333,12.7072,49,56,119,49,1,1.333333333,2,1.666666667,2,5.333333333,7.333333333,6.666666667,0.5625,0.77,1.18,0.7575,54.76,111.4933333,190.4442047,96.235076,0,0.653333333,1.076666667,0.886666667,0,1.333333333,-3,4.666666667,0,0,0,0,0,-1.333333333,-0.666666667,0,0,-0.026666667,-0.073333333,0.24,0,-5.2,-10.93570333,-0.671406667,4.4376,4.386,5.2288,0,170.6666667,64,74.66666667,0,0.666666667,0.666666667,0.666666667,0,0.666666667,1.333333333,0.666666667,0,0.6936,0.5236,0.51,0,250.9066667,146.1466667,95.70666667,0,0,0.02,-0.306666667,0,0,6.666666667,6,0,0,0,0,0,0,-0.666666667,0,0,0,0.166666667,0.18,0,0,5.4,8,0,0.667912257,Co,6,6,Co2 H28 C44 S4 N12,985.1446552,1.636528427,90,Co,6,C2/c,15
qmof-6ddfb5e,3.5344,37.2992,32.5992,59.49072,729,1242,1101.6,1555.2,1,6,6.8,12.4,36,84,122.4,165.6,1.5876,5.5692,6.59736,9.93384,0,-8.56,-4.556,-8.332,0,116,142.8,277.2,0,0,0,0,0,22,20.4,46.8,0,3.14,3.332,7.74,185.1089429,373.3605714,585.6740571,667.679,788,1609.142857,2288.571429,2456,26.85714286,55.42857143,86.28571429,101.4285714,141.7142857,340.5714286,466.8571429,526,11.60154286,27.02954286,38.98485714,44.35517143,10.9696,11.016,23.36373333,18.73866667,59,60,107.3333333,82.66666667,1,1.333333333,2.666666667,2.333333333,2,6,8,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0,0.92,1.48,1.91,0,2,6,7,0,0,0,0,0,-2,-1.333333333,-2.333333333,0,-0.04,0.213333333,0.193333333,0,-6.6,-4.671406667,-7.371406667,7.10016,9.196266667,18.91082667,16.98213333,38.4,45.86666667,69.86666667,77.33333333,0.6,1.066666667,2.2,2,2,6.133333333,7.733333333,9.2,0.31974,0.56064,0.936833333,0.987933333,16.854,59.08235773,87.275683,102.9789187,0,0.996,2.070666667,1.943333333,0,2.8,8.866666667,6.333333333,0,0,0,0,0,-1.266666667,-0.066666667,-1.466666667,0,0.010666667,0.322666667,0.106666667,0,-5.494281333,-4.80711,-8.829984667,-0.59098378,Co,6,6,Co5 H94 C126 N10 O34,3131.556279,1.371680381,269,Co,6,P-1,2
qmof-4ee0d95,3.5344,37.2992,45.308,40.3824,729,1242,1080,1134,1,6,10,8,36,96,132,96,1.5876,5.5692,7.686,6.6528,0,-8.56,-5.3,-6.44,0,116,230,174,0,0,0,0,0,20,38,32,0,3.14,6.5,4.8,114.5126,206.652,311.7464,327.225,572,1032,1484,1512,14,28,40,42,68,156,192,184,7.0878,14.9996,20.5512,20.7642,10.5376,12.138,25.2748,31.9132,56.5,66,122.5,157,1,1.5,3,3.5,2.5,7.5,12,10.5,0.5477,0.85855,1.5525,1.81105,41.425,113.565,186.096307,174.641307,0,0.935,1.6,0.91,0,2,5.5,4,0,0,0,0,0,-2,-2,-0.5,0,-0.04,0.14,0.17,0,-6.9,-7.403555,-2.453555,11.8336,8.772,20.6056,19.2296,64,48,112,104,1,1,2,2,1,3,4,5,0.5329,0.5621,1.095,1.1096,28.09,59.89,87.98,99.11,0,0.89,0.89,1.29,0,2,2,3,0,0,0,0,0,-2,-2,-3,0,-0.04,-0.04,-0.06,0,-6,-6,-8.1,1.160701207,Co,6,6,Co2 H12 C12 N4 O12,416.0749921,2.083719334,42,Co,6,C2/c,15
qmof-3f76144,3.5344,37.2992,33.558,63.0364,729,1242,1134,1674,1,6,7,13,36,84,126,174,1.5876,5.5692,6.7914,10.4958,0,-8.56,-4.69,-9.09,0,116,147,289,0,0,0,0,0,22,21,49,0,3.14,3.43,8.05,150.7354,302.3641,454.9722,505.103,595,1213,1578,1475,23,46,70,79,116,271,338,343,9.3519,21.4834,29.1002,30.2847,10.7968,11.4648,23.91536,18.6808,58,62.4,106.4,70,1,1.4,2.8,2.4,2.2,6.6,8.8,8,0.54474,0.79926,1.341,1.07232,38.758,102.83,146.3660912,130.5036554,0,0.926,1.598,2.006,0,2,6.8,8.6,0,0,0,0,0,-2,-1.2,-1.6,0,-0.04,0.264,0.328,0,-6.72,-4.405688,-5.08711,3.69664,6.79744,9.3024,20.4288,19.6,36.4,50.4,75.6,0.4,0.8,1.2,2.8,1.6,4,8,12.8,0.225,0.456,0.693,1.257,21.904,55.352,100.344,173.8151368,0,0.196,0.588,1.792,0,0.4,1.2,8.8,0,0,0,0,0,-0.4,-1.6,-0.8,0,-0.008,-0.024,0.424,0,-1.56,-4.68,-2.768532,-0.638336537,Co,6,6,Co4 H72 C80 N16 O16,2213.266283,1.312409344,188,Co,6,P-1,2
qmof-8aa3a8e,3.5344,35.7952,46.624,71.5528,729,1188,1350,2052,1,6,10,16,36,96,156,168,1.5876,5.6196,8.694,12.1212,0,-7.76,-6,-7.98,0,118,220,356,0,0,0,0,0,20,34,68,0,3.1,5.7,10.54,89.1302,180.897,283.046,283.364,335,696,854,740,14,28,44,46,72,168,212,196,5.4742,12.782,17.5716,16.6418,9.8896,9.945,17.1186,9.668,52.75,54,96.5,38,1,1.25,2.25,1.25,1.75,5,5.75,4,0.5551,0.718025,1.085575,0.564175,48.0925,98.5925,157.1826485,67.526307,0,0.7125,1.7375,0.9875,0,1.5,3,4.25,0,0,0,0,0,-1.75,-0.5,-0.75,0,-0.03,0.215,0.165,0,-5.4,-7.60711,-2.528555,3.3282,3.2895,3.9216,0,128,48,56,0,0.5,0.5,0.5,0,0.5,1,0.5,0,0.5202,0.3927,0.3825,0,188.18,109.61,71.78,0,0,0.015,-0.23,0,0,5,4.5,0,0,0,0,0,0,-0.5,0,0,0,0.125,0.135,0,0,4.05,6,0,0.575294293,Co,6,6,Co1 H14 C14 S2 N4 O2,418.5441092,1.560582556,37,Co,6,P-1,2
qmof-cb134eb,3.5344,37.2992,40.514,43.5032,729,1242,918,1242,1,6,9,9,36,96,114,126,1.5876,5.5692,6.7158,7.6734,0,-8.56,-4.63,-6.22,0,116,209,197,0,0,0,0,0,20,35,33,0,3.14,6.01,5.25,176.7968667,350.7023333,565.2750667,694.957,728.6666667,1457.333333,2046.666667,2068,26,52.66666667,85.33333333,110,138,341.3333333,457.3333333,462.6666667,10.8986,25.15886667,36.68293333,40.8478,10.5376,10.846,22.51346667,20.98266667,56.5,59,102.6666667,94.66666667,1,1.333333333,2.666666667,2.666666667,2,6,8.333333333,9,0.5477,0.7623,1.31,1.3246,41.425,99.62833333,149.845076,165.745076,0,0.853333333,1.495,1.94,0,1.833333333,6,7,0,0,0,0,0,-2,-1.666666667,-3,0,-0.036666667,0.213333333,0.193333333,0,-6.25,-4.971406667,-7.971406667,11.4016,11.00866667,23.49826667,23.44866667,61.5,55.16666667,117.6666667,112.6666667,1,1.333333333,2.5,2.833333333,2.333333333,6.5,8.666666667,11.83333333,0.537833333,0.707166667,1.291183333,1.456783333,32.535,83.34043567,120.6992047,166.7071518,0,1.045,1.185,2.363333333,0,3,4,7.333333333,0,0,0,0,0,-1.5,-1.166666667,-3.333333333,0,0.023333333,0.086666667,0.103333333,0,-5.817851667,-5.335703333,-11.853555,-0.476128124,Co,6,6,Co2 H36 C34 N6 O12,855.8039154,1.627058956,90,Co,6,P-1,2
qmof-096b649,3.5344,37.2992,33.558,63.0364,729,1242,1134,1674,1,6,7,13,36,84,126,174,1.5876,5.5692,6.7914,10.4958,0,-8.56,-4.69,-9.09,0,116,147,289,0,0,0,0,0,22,21,49,0,3.14,3.43,8.05,152.4978,307.0518,448.6518,516.156,666,1359,1785,1746,22,45,66,79,111,265,352,353,9.8534,22.3543,30.636,32.8053,10.5376,12.138,24.7428,19.336,56.5,66,105,76,1,1.5,3,2.5,2.5,7.5,10,8,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0,0.935,1.775,1.975,0,2,8,8.5,0,0,0,0,0,-2,-1,-1.5,0,-0.04,0.34,0.33,0,-6.9,-4.00711,-5.05711,9.2416,15.94986667,18.05253333,23.66133333,49,85.16666667,82.83333333,103.8333333,1,1.833333333,2.333333333,3.166666667,3.5,8,10.66666667,15.16666667,0.5625,1.04125,1.1925,1.57875,54.76,119.6333333,160.3596403,222.9071783,0,0.326666667,1.155,1.843333333,0,0.666666667,4.5,7.333333333,0,0,0,0,0,-0.666666667,-1,-1.666666667,0,-0.013333333,0.16,0.27,0,-2.6,-4.403555,-6.689258333,-0.774245289,Co,6,6,Co2 H26 C40 N14 O8,1306.640997,1.205511289,90,Co,6,P-1,2
qmof-365cf98,3.5344,37.2992,45.308,58.2424,729,1242,1080,1512,1,6,10,12,36,96,132,144,1.5876,5.5692,7.686,9.5256,0,-8.56,-5.3,-8.42,0,116,230,268,0,0,0,0,0,20,38,48,0,3.14,6.5,7.56,134.4008,234.6,368.3284,447.5854,5444,2640,4720,11212,16,32,48,58,80,192,256,250,12.0732,21.0056,32.5312,43.5598,10.1056,13.26,26.12186667,19.93333333,54,72,102.6666667,69.33333333,1,1.666666667,3.333333333,2.666666667,3,9,12,8.666666667,0.552633333,0.957366667,1.505,1.129733333,45.87,131.4566667,185.290152,140.1434853,0,0.95,2.07,2.04,0,2,10,10,0,0,0,0,0,-2,-0.666666667,-0.666666667,0,-0.04,0.466666667,0.466666667,0,-7.2,-3.342813333,-2.742813333,9.422933333,12.988,24.89751111,23.01368889,312,108,171.1111111,460.2222222,1,1.666666667,3.333333333,3.111111111,3,9,12.44444444,9.555555556,0.723011111,1.027522222,1.6518,1.753911111,137.6277778,170.8811111,271.2057076,369.7257076,0,0.843333333,2.054444444,1.917777778,0,8,22.44444444,28.44444444,0,0,0,0,0,-2,-1.111111111,-1.111111111,0,0.051111111,0.64,0.731111111,0,-3.711111111,2.301631111,6.39052,0.174479549,Co,6,6,Co1 H32 C34 Br4 N4 O6,848.6018006,1.900419483,81,Co,6,P-1,2
qmof-6ad2d37,3.5344,37.2992,33.558,63.0364,729,1242,1134,1674,1,6,7,13,36,84,126,192,1.5876,5.5692,6.7914,10.4958,0,-8.56,-4.69,-9.09,0,116,147,289,0,0,0,0,0,22,21,46,0,3.14,3.43,8.05,147.92255,300.0585,498.7102,625.4865,530,1104,1522,1488,23.5,47,80,103,127,316,434,455,8.76675,20.9055,30.8336,35.5187,10.5376,12.138,24.7428,23.12,56.5,66,105,80,1,1.5,3,3,2.5,7.5,10.5,9.5,0.5477,0.85855,1.4025,1.2634,41.425,113.565,160.962614,146.9964555,0,0.935,1.775,2.595,0,2,8,12,0,0,0,0,0,-2,-1.5,-2.5,0,-0.04,0.34,0.51,0,-6.9,-4.00711,-4.660665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.975711914,Co,6,6,Co2 H44 C38 N4 O8,890.7562761,1.496281685,96,Co,6,P-1,2
qmof-15eff87,3.5344,37.2992,33.558,66.7212,729,1242,1134,1782,1,6,7,13,36,84,126,162,1.5876,5.5692,6.7914,10.395,0,-8.56,-4.69,-11.05,0,116,147,285,0,0,0,0,0,22,21,51,0,3.14,3.43,8.13,155.137,324.8912,515.9336,557.8435,643,1382,1922,1705,23,48,76,88,124,304,424,431,9.7775,23.1932,33.7156,34.6824,10.5376,12.138,26.2324,12.648,56.5,66,112,69,1,1.5,3,1.5,2.5,7.5,9,7,0.5477,0.85855,1.3875,0.85085,41.425,113.565,132.102614,101.7,0,0.935,1.285,1.135,0,2,7,2.5,0,0,0,0,0,-2,-0.5,-3,0,-0.04,0.36,-0.05,0,-6.9,-0.10711,-7.95,4.6208,10.4348,19.0608,12.502,24.5,56,73.5,38.5,0.5,1.25,2.5,1.75,3.25,9.75,13.25,8.25,0.28125,0.714375,1.13625,0.710625,27.38,90.095,144.352614,96.067614,0,0.3675,1.33,1.2075,0,0.75,7,6.75,0,0,0,0,0,-0.5,1.25,1,0,-0.015,0.36,0.365,0,-2.925,-1.00711,-0.03211,-0.292870986,Co,6,6,Co2 H32 C40 N12 O8,969.3074638,1.587417334,94,Co,6,P-1,2
qmof-458a962,3.5344,37.2992,45.308,58.2424,729,1242,1080,1512,1,6,10,12,36,96,132,144,1.5876,5.5692,7.686,9.5256,0,-8.56,-5.3,-8.42,0,116,230,268,0,0,0,0,0,20,38,48,0,3.14,6.5,7.56,172.4977,360.672,562.9682,652.437,911,1728,2430,2648,27,56,88,106,144,350,476,494,11.7454,27.6276,40.1338,44.0586,10.5376,12.138,24.7428,19.868,56.5,66,105,93.5,1,1.5,3,2.5,2.5,7.5,10,11,0.5477,0.85855,1.4025,1.27835,41.425,113.565,160.962614,160.186307,0,0.935,1.775,1.8,0,2,8,6,0,0,0,0,0,-2,-1,-3,0,-0.04,0.34,0.13,0,-6.9,-4.00711,-8.453555,9.245,10.965,25.8473,28.0575,160,120,216,296,1,1.5,3.5,4,2.5,8.5,13,19,0.78665,1.06645,2.103,2.7143,202.225,249.165,460.257934,651.658967,0,0.475,0.87,1.155,0,11,31,34.5,0,0,0,0,0,-2.5,-1.5,-4,0,0.23,1.005,0.91,0,5.1,24.04289,21.696445,-0.114851563,Co,6,6,Co1 H24 C26 S2 N2 O6,594.4843236,1.629973818,61,Co,6,P-1,2
qmof-687e4d6,3.5344,34.2912,38.352,47.1504,729,1134,1296,1134,1,6,8,10,36,84,120,120,1.5876,5.67,7.7616,7.6356,0,-6.96,-5.36,-6.28,0,120,168,228,0,0,0,0,0,22,28,40,0,3.06,3.92,6.54,40.7298,62.016,49.9714,31.008,219,336,268,168,5,8,6,4,14,24,16,8,2.8733,4.62,3.4358,2.31,9.2416,11.628,19.0608,14.44,49,63,73.5,49,1,1.5,2.5,2,2.5,7,9,6,0.5625,0.86625,1.13625,0.855,54.76,125.43,144.352614,116.972614,0,0.735,1.33,1.33,0,1.5,7,7,0,0,0,0,0,-1.5,-0.5,0,0,-0.03,0.36,0.36,0,-5.85,-1.00711,-1.00711,9.8896,15.227,18.6014,12.046,52.75,68,99.5,49,1,2,2,1.5,4.5,8.5,6.5,6.5,0.5551,1.00115,1.12115,0.70485,48.0925,136.173807,110.2475,83.6988415,0,1.255,0.345,1.31,0,4.75,0.75,5,0,0,0,0,0,0.5,0.5,-1,0,0.155,-0.015,0.15,0,-4.928555,-2.475,-4.553555,0.066797158,Co,6,6,Co1 H12 C16 N10 O2,498.5399216,1.449784251,41,Co,6,P-1,2
qmof-87a7761,3.5344,37.2992,33.558,63.0364,729,1242,1134,1674,1,6,7,13,36,84,126,174,1.5876,5.5692,6.7914,10.4958,0,-8.56,-4.69,-9.09,0,116,147,289,0,0,0,0,0,22,21,49,0,3.14,3.43,8.05,143.6946,294.9215,459.6792,545.702,570,1190,1635,1574,22,45,71,88,116,284,389,410,9.0022,21.2295,30.5067,33.3908,10.5376,12.138,24.7428,19.336,56.5,66,105,76,1,1.5,3,2.5,2.5,7.5,10,8,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0,0.935,1.775,1.975,0,2,8,8.5,0,0,0,0,0,-2,-1,-1.5,0,-0.04,0.34,0.33,0,-6.9,-4.00711,-5.05711,4.6208,10.564,7.752,14.44,24.5,28,42,49,0.5,1.5,1,2,4.5,7.5,9,12,0.28125,0.56625,0.5775,0.855,27.38,75.162614,83.62,116.972614,0,1.085,0.49,1.33,0,6.5,1,7,0,0,0,0,0,2,0,2,0,0.37,-0.02,0.36,0,0.94289,-3.9,-1.00711,-0.95793822,Co,6,6,Co2 H34 C40 N6 O8,924.7267388,1.516654406,90,Co,6,P-1,2
